,code,name,cr,Prerequisites,description,cross_listes,when_offered,Notes
85,APLN 507/5210,Computer Assisted Language Learning (CALL)/Computer Operations Techniques,CALL)/Computer Operations Techniques (3 cr," ,APLN 5203, ,."," Description, analysis and evaluation of CALL software. Integration of CALL into AFL learning. Guided practical experience in producing AFL software using authoring programs. Using the Internet as a resource for learning AFL.", N," Offered once a year.,",N
86,APLN 540/5270,Selected Topics in Applied Linguistics,"1, 2, or 3 cr", N, Special topics and current issues in linguistics and language teaching with special reference to Arabic.," Same as ,APLN 5370, , .", N,N
87,APLN 560/5271,Supervised Study in TAFL,3 cr, Prerequisite: consent of instructor., Individual research on specific area of interest to the student., N, Offered in fall and spring.,N
88,APLN 501/5301,Principles of Linguistic Analysis,3 cr, N," Concepts fundamental to linguistic analysis in the areas of syntax, semantics, phonology, historical linguistics, sociolinguistics, and language acquisition."," Same as ,APLN 5201, , .,", N,N
89,APLN 520/5302,Research Methods in Applied Linguistics,3 cr, N," Provides TESOL/TAFL MA candidates with the knowledge and skills to read and understand various types of research in applied linguistics, to have a basic grasp of the issues currently being studied in the field, and be able to critically distinguish between good and poor research. Ability to write in appropriate technical fashion is emphasized", N, N,N
90,APLN 502/5305,Assessment in Language Learning,3 cr, N," A practical course that will enable the student to develop valid and reliable assessment procedures, analyze results, and evaluate the procedures."," Same as TAFL 5305 .,", N,N
91,APLN 507/5310,Computer Assisted Language Learning (CALL),CALL) (3 cr," ,APLN 5100,"," Description, analysis and evaluation of CALL software. Integration of CALL into EFL syllabus. Guided practical experience in producing EFL software using authoring programs. Using the Internet as a resource for teaching and learning EFL", N, N,N
92,APLN 570/5311,Thesis Proposal Writing,3 cr," ,APLN 5302,", A seminar specially designed for thesis track candidates and others who wish to pursue research in TESOL. Students will explore their specific research interests and are expected to share their ideas and constructive criticism with other members of the class. The aim of this course is to guide the student towards the production of a proposal for a possible thesis or future research, N, N,N
93,APLN 531/5312,Second Language Reading and Writing: Theory and Practice,3 cr," ,APLN 5100, , ."," This course will survey research and theory in EFL/ESL reading and writing and explore pedagogical applications. We will consider a number of reader/writer and text factors that play a role in second language (L2) reading and writing. As second language reading encompasses top-down, bottom-up, and interactive approaches, we will investigate how these approaches function interactively. We will further explore how the field of L2 writing has been influenced by L1 writing but has also become a distinct area of inquiry in its own right. We will examine students’ writing and observe them in their classes, design activities and evaluate materials and textbooks", N, N,N
94,APLN 000/5313,Second Language Listening and Speaking: Theory and Practice,3 cr," ,APLN 5100, ,."," Drawing on previous research in second language acquisition, this course will examine pedagogical applications of various theories of language learning to the teaching of ESL listening and speaking. The main topics emphasized in the course are the following: designing and constructing listening and speaking tasks at different levels of difficulty while achieving a balance between accuracy and fluency, criteria for selecting authentic vs. pedagogically- designed listening tasks, teaching macro- and micro- listening strategies, analyzing the linguistic and pragmatic skills required for spoken interaction, and developing assessment criteria and contexts for the language classroom. Ways to integrate listening and speaking activities into other language classes and learning contexts will also be considered", N, N,N
